脏乱,-1.3404042289716394
糟报,-0.9642691702447037
早衰,-0.9642691702447037
责备,-0.9642691702447037
贼眼,-0.9642691702447037
战祸,-0.9642691702447037
招灾,-0.9642691702447037
折辱,-0.9642691702447037
中山狼,-0.9642691702447037
清莹,0.916406123389974
轻倩,0.916406123389974
晴丽,0.916406123389974
求索,0.5402710646630384
热潮,0.916406123389974
仁政,0.916406123389974
荣名,0.916406123389974
柔腻,0.916406123389974
瑞雪,0.916406123389974
擅名,1.2925411821169095
神采,0.916406123389974
省便,0.916406123389974
盛开,0.916406123389974
盛誉,0.916406123389974
诗仙,1.2925411821169095
爽脆,0.916406123389974
素洁,0.5402710646630384
诪张,-0.9642691702447037
株连,-1.3404042289716394
坠毁,-0.9642691702447037
滋生,-0.9642691702447037
自恃,-0.9642691702447037
走后门,-0.9642691702447037
阻力,-0.5881341115177682
罪状,-1.7165392876985748
做戏,-1.3404042289716394
甜头,0.916406123389974
头名,0.916406123389974
婉妙,0.5402710646630384
温淑,0.16413600593610292
稳厚,0.5402710646630384
沃壤,0.916406123389974
无上,0.916406123389974
喜人,0.916406123389974
先贤,0.916406123389974
鲜妍,0.916406123389974
相称,0.916406123389974
骁骑,0.5402710646630384
新巧,0.916406123389974
新意,0.916406123389974
信奉,0.916406123389974
急智,0.5402710646630384
技艺,0.5402710646630384
雄劲,0.5402710646630384
雄肆,0.5402710646630384
秀俊,0.916406123389974
煦煦,0.916406123389974
勋绩,0.916406123389974
雅淡,0.916406123389974
雅兴,0.916406123389974
严整,0.916406123389974
泱泱,0.916406123389974
怡悦,0.916406123389974
义诊,0.916406123389974
英发,0.916406123389974
英伟,0.916406123389974
莹润,0.5402710646630384
勇健,0.5402710646630384
优厚,0.916406123389974
幽雅,0.916406123389974
有识,0.916406123389974
友邻,0.916406123389974
玉人,0.916406123389974
元勋,0.916406123389974
佳句,1.2925411821169095
佳趣,0.916406123389974
兼爱,0.5402710646630384
坚守,1.2925411821169095
简雅,0.916406123389974
荐举,1.2925411821169095
见称,1.2925411821169095
见闻,0.16413600593610292
奖旗,0.5402710646630384
奖许,1.2925411821169095
姣丽,0.916406123389974
娇丽,0.916406123389974
骄子,0.916406123389974
解惑,0.5402710646630384
津要,0.916406123389974
金嗓子,0.5402710646630384
匀净,0.5402710646630384
赞词,0.5402710646630384
真纯,0.5402710646630384
箴言,0.916406123389974
珍玩,1.2925411821169095
正理,0.916406123389974
指导,0.5402710646630384
至理,1.2925411821169095
致敬,0.916406123389974
智多星,0.916406123389974
忠魂,1.2925411821169095
主力军,0.916406123389974
准绳,0.916406123389974
卓特,1.2925411821169095
进益,0.916406123389974
奏凯,0.916406123389974
尊服,0.5402710646630384
尽瘁,0.916406123389974
精白,0.5402710646630384
精洁,1.2925411821169095
精妙,0.916406123389974
精髓,1.2925411821169095
精要,0.5402710646630384
晶洁,0.916406123389974
景观,0.916406123389974
敬信,1.2925411821169095
救亡,0.16413600593610292
据实,0.16413600593610292
眷怀,0.916406123389974
有礼,1.6686762408438451
易如反掌,1.6686762408438451
不成话,-0.9642691702447037
有眼力,1.6686762408438451
心灵美,1.6686762408438451
味道好,1.6686762408438451
死板板,-1.7165392876985748
松垮垮,-1.7165392876985748
无纪律,-1.7165392876985748
无实质,-1.7165392876985748
险峭,-0.21199905279083262
不透明,-0.5881341115177682
不雅,-0.5881341115177682
有勇气,1.6686762408438451
